gender,degree,stream,ssc_p,hsc_p,cgpa,workex,coding_skills,communication_skills,analytical_skills,domain_knowledge,projects,internships,certifications,placed_status,placed_sector,placed_role,salary_lpa
F,BCA,Computer Applications,60.12,60.06,8.44,Yes,7.7,7.3,5.5,4.1,2,1,2,Placed,Tech,Software Engineer,13.97
M,MCA,Computer Applications,77.23,81.53,6.12,No,9.7,9.0,5.3,8.0,3,1,0,Placed,Tech,Data Analyst,14.69
F,B.Com,General Commerce,70.86,89.01,8.13,No,5.0,9.4,5.7,6.2,0,1,1,Not Placed,Not Placed,None,
F,BCA,Computer Applications,52.84,73.93,6.45,Yes,6.8,6.3,7.4,4.2,3,0,1,Not Placed,Not Placed,None,
F,B.Tech,Electronics,60.71,81.06,5.96,Yes,5.2,5.0,8.3,6.2,2,1,2,Placed,Core Engineering,Graduate Engineer Trainee,4.99
M,BCA,Computer Applications,64.96,67.54,7.41,No,5.1,6.1,4.6,6.9,3,1,1,Placed,Consulting,Operations Analyst,5.09
F,BBA,General Management,69.27,56.62,6.41,No,6.8,10.0,4.3,5.5,1,0,1,Placed,Consulting,Business Analyst,9.0
F,BCA,Computer Applications,88.89,76.12,8.45,No,6.0,4.1,10.0,6.4,4,0,0,Not Placed,Not Placed,None,
M,B.Tech,Computer Science,72.38,75.69,8.48,No,8.8,5.8,6.2,9.1,4,1,2,Placed,Tech,Software Engineer,15.69
F,B.Com,General Commerce,61.59,70.72,5.22,No,1.0,4.4,6.9,4.5,2,2,0,Placed,Consulting,Operations Analyst,5.88
M,B.Tech,Computer Science,72.21,67.58,6.51,No,6.5,6.7,5.5,8.1,2,1,1,Placed,Tech,Web Developer,10.3
M,B.Tech,Computer Science,66.48,79.62,5.75,Yes,5.7,4.7,7.2,7.7,2,0,2,Placed,Tech,QA Engineer,7.56
M,B.Tech,Computer Science,73.25,60.14,6.94,Yes,9.3,6.3,7.9,4.6,3,2,2,Placed,Tech,QA Engineer,15.86
M,B.Tech,Mechanical,75.81,62.26,8.05,No,1.0,3.6,6.9,7.4,1,1,1,Placed,Core Engineering,Graduate Engineer Trainee,5.42
M,B.Com,Accounting & Finance,82.09,59.92,7.21,No,3.5,7.4,6.4,5.4,0,2,1,Placed,Consulting,Operations Analyst,7.88
M,BCA,Computer Applications,69.76,70.85,6.79,No,6.7,8.3,6.0,5.7,3,1,1,Placed,Consulting,Business Analyst,8.34
F,B.Tech,Computer Science,86.39,59.12,9.06,No,9.2,5.9,6.1,5.5,2,2,1,Placed,Tech,Web Developer,17.93
M,BBA,Human Resources,79.08,63.16,4.73,No,5.4,6.3,6.8,8.7,0,0,0,Not Placed,Not Placed,None,
M,BBA,Human Resources,62.93,62.94,8.98,No,1.0,6.3,7.2,6.0,0,1,1,Not Placed,Not Placed,None,
M,BBA,Finance,92.1,67.39,6.85,No,1.3,6.8,7.3,7.1,1,0,0,Placed,Finance,Tax Consultant,6.93
M,B.Tech,Information Technology,73.27,55.13,7.41,Yes,7.0,6.4,4.6,5.8,2,0,0,Placed,Tech,QA Engineer,10.88
F,BCA,Computer Applications,61.65,70.87,6.87,No,8.3,7.7,7.0,8.6,3,0,0,Placed,Tech,Software Engineer,12.35
M,MBA,Business Analytics,86.53,82.47,9.35,No,2.7,8.3,10.0,7.2,1,0,0,Placed,Consulting,Business Analyst,12.35
F,B.Com,General Commerce,90.78,71.35,6.02,No,3.9,5.3,5.6,6.8,1,1,1,Placed,Finance,Financial Analyst,6.15
M,B.Tech,Civil,69.67,85.41,7.51,Yes,5.3,6.0,6.5,7.6,0,1,2,Placed,Core Engineering,Graduate Engineer Trainee,5.12
F,B.Tech,Computer Science,64.96,83.34,8.13,No,6.2,7.9,5.1,9.8,3,0,3,Placed,Consulting,Operations Analyst,6.91
M,BCA,Computer Applications,68.28,77.78,5.57,Yes,10.0,4.4,4.8,6.2,1,0,0,Not Placed,Not Placed,None,
M,MBA,Operations,77.15,70.75,6.4,No,3.5,3.5,2.6,5.3,0,0,2,Not Placed,Not Placed,None,
F,BCA,Computer Applications,82.78,70.23,7.32,No,7.8,6.8,9.1,5.3,1,1,1,Placed,Tech,Web Developer,12.96
M,BCA,Computer Applications,75.7,77.64,6.44,No,6.7,7.2,7.3,7.0,2,1,1,Not Placed,Not Placed,None,
F,B.Tech,Computer Science,71.02,66.08,6.52,No,8.2,5.4,6.3,8.7,1,1,0,Placed,Tech,Software Engineer,12.83
F,B.Com,Accounting & Finance,84.98,51.17,7.08,No,3.2,5.6,8.7,6.8,2,1,1,Placed,Finance,Financial Analyst,9.86
M,BBA,Human Resources,66.87,74.92,8.28,Yes,2.5,5.4,2.2,6.9,1,1,2,Not Placed,Not Placed,None,
M,MCA,Computer Applications,80.31,58.69,7.09,No,5.7,5.2,5.4,4.4,3,1,0,Placed,Tech,Software Engineer,9.58
M,B.Com,Accounting & Finance,67.12,60.38,8.79,No,4.0,7.5,8.9,6.3,0,2,0,Placed,Consulting,Business Analyst,10.48
F,MBA,Marketing,74.31,70.0,6.3,Yes,5.4,4.7,7.9,8.6,1,0,2,Not Placed,Not Placed,None,
F,B.Tech,Information Technology,68.86,69.05,6.0,No,8.3,6.1,7.5,5.9,1,0,0,Not Placed,Not Placed,None,
M,BCA,Computer Applications,69.44,55.88,9.81,No,8.0,5.1,6.7,6.1,2,1,0,Placed,Tech,Software Engineer,15.83
M,B.Tech,Information Technology,66.23,71.65,6.71,No,6.4,4.3,8.5,5.7,2,2,3,Placed,Tech,Cloud Associate,11.34
M,B.Com,General Commerce,83.45,79.66,5.93,No,3.8,7.8,6.0,7.5,1,2,0,Not Placed,Not Placed,None,
F,B.Sc,Physics,62.67,58.72,5.41,No,3.2,5.7,8.1,2.8,0,0,2,Placed,Consulting,Business Analyst,7.85
M,B.Sc,Computer Science,62.6,82.72,8.79,Yes,7.2,6.8,5.9,6.4,1,1,0,Placed,Tech,Data Analyst,13.58
M,B.Com,Accounting & Finance,91.21,54.4,7.09,No,1.0,4.2,6.4,6.1,1,1,1,Placed,Finance,Financial Analyst,7.05
F,MCA,Computer Applications,79.78,91.17,7.2,No,5.8,5.4,5.0,7.2,2,2,0,Not Placed,Not Placed,None,
M,MBA,Marketing,46.15,65.89,7.31,No,3.5,7.6,4.9,6.3,2,1,0,Placed,Consulting,Operations Analyst,6.63
M,BCA,Computer Applications,64.35,71.46,8.72,No,8.0,10.0,7.5,5.3,2,0,1,Placed,Consulting,Business Analyst,11.49
F,B.Tech,Civil,51.88,51.08,7.28,No,3.0,3.5,5.4,7.9,2,1,1,Placed,Core Engineering,Design Engineer,6.3
F,B.Com,Accounting & Finance,60.49,69.38,10.0,No,1.0,6.2,6.6,5.4,0,0,2,Placed,Consulting,Operations Analyst,6.82
M,B.Com,General Commerce,45.0,72.28,7.66,No,4.2,7.1,7.6,8.7,2,1,1,Placed,Finance,Risk Associate,8.48
M,B.Tech,Mechanical,68.63,69.14,8.77,No,2.9,5.6,7.0,5.3,2,0,1,Not Placed,Not Placed,None,
M,BBA,General Management,58.58,64.37,8.47,No,1.9,7.8,7.9,6.5,0,0,2,Placed,Consulting,Business Analyst,9.72
M,MBA,Marketing,70.6,60.53,7.46,No,3.1,5.2,7.3,8.5,1,0,2,Not Placed,Not Placed,None,
F,B.Tech,Civil,53.75,81.31,6.8,No,2.3,6.7,5.4,8.1,1,1,2,Placed,Core Engineering,Graduate Engineer Trainee,6.01
M,MBA,Finance,70.83,70.31,7.9,No,4.0,5.7,5.9,7.6,2,0,2,Placed,Finance,Financial Analyst,7.69
F,B.Tech,Computer Science,65.85,85.41,8.11,Yes,5.7,8.3,6.7,6.7,3,0,1,Placed,Consulting,Operations Analyst,10.82
F,B.Tech,Computer Science,85.02,64.74,6.81,Yes,5.9,5.5,5.1,5.0,4,2,1,Placed,Tech,Software Engineer,10.62
M,B.Tech,Information Technology,84.11,65.65,7.7,No,9.7,6.0,4.8,3.5,2,1,1,Placed,Tech,Web Developer,16.27
M,BBA,Marketing,77.85,78.16,8.98,No,3.9,7.9,5.5,6.3,1,0,2,Not Placed,Not Placed,None,
M,B.Com,Accounting & Finance,66.73,53.77,9.98,No,1.0,5.0,7.7,7.9,1,0,0,Placed,Finance,Tax Consultant,7.49
F,B.Tech,Computer Science,89.85,57.87,8.53,No,7.4,6.6,5.9,8.1,2,0,0,Placed,Tech,Software Engineer,12.55
F,MCA,Computer Applications,54.47,80.97,9.74,No,6.8,3.8,8.3,6.5,4,0,1,Placed,Tech,Software Engineer,12.88
M,B.Sc,Biotech,55.96,58.28,6.74,No,1.0,4.9,5.8,5.5,1,0,1,Not Placed,Not Placed,None,
F,B.Tech,Computer Science,69.16,51.81,8.34,No,5.9,7.1,7.8,9.2,3,0,0,Placed,Consulting,Operations Analyst,8.91
M,BBA,General Management,92.54,88.69,9.11,No,2.5,5.0,7.9,10.0,0,0,1,Placed,Consulting,Operations Analyst,6.87
F,BBA,General Management,67.98,56.06,6.42,No,1.5,5.7,7.9,7.3,1,0,2,Not Placed,Not Placed,None,
M,BCA,Computer Applications,68.17,71.84,6.92,No,8.2,7.2,7.1,5.8,1,1,0,Placed,Tech,Software Engineer,13.15
M,MBA,Marketing,55.58,70.69,9.59,No,1.0,5.6,8.6,7.1,1,0,2,Not Placed,Not Placed,None,
F,MCA,Computer Applications,79.46,45.0,6.33,No,8.2,7.7,7.1,5.3,4,0,3,Placed,Tech,Software Engineer,11.61
M,MBA,Business Analytics,79.53,67.33,5.89,No,1.4,6.8,7.0,7.7,0,2,2,Not Placed,Not Placed,None,
M,B.Com,General Commerce,77.89,74.48,9.33,No,2.1,7.2,4.1,6.4,0,0,1,Placed,Consulting,Business Analyst,6.15
M,B.Sc,Computer Science,63.71,73.54,8.94,No,8.1,8.4,7.0,6.9,1,1,0,Placed,Tech,Software Engineer,15.15
M,B.Tech,Information Technology,62.93,79.04,8.02,Yes,7.2,7.0,6.9,8.1,1,1,2,Not Placed,Not Placed,None,
M,BBA,Human Resources,57.07,66.13,7.45,No,2.9,8.8,5.1,8.9,0,0,1,Not Placed,Not Placed,None,
F,MCA,Computer Applications,70.84,77.13,6.97,No,5.0,7.9,7.4,7.4,2,1,2,Placed,Consulting,Business Analyst,9.24
M,B.Tech,Computer Science,59.2,63.11,7.84,No,7.1,5.7,4.3,6.8,2,1,0,Not Placed,Not Placed,None,
M,B.Tech,Computer Science,58.23,55.9,9.4,No,7.8,8.4,5.5,8.4,3,1,0,Placed,Tech,Software Engineer,15.14
F,B.Sc,Biotech,65.76,57.02,7.79,No,2.4,6.9,3.5,6.0,2,0,2,Placed,Consulting,Business Analyst,5.9
M,BCA,Computer Applications,65.11,55.38,10.0,No,6.6,5.9,8.8,6.1,2,0,1,Placed,Tech,Data Analyst,12.85
M,B.Com,Accounting & Finance,64.62,80.1,6.42,Yes,2.6,6.9,8.4,7.5,2,0,1,Placed,Finance,Investment Banking Analyst,11.0
F,BBA,General Management,74.66,54.85,7.48,No,3.2,8.2,9.8,5.6,1,0,1,Not Placed,Not Placed,None,
F,B.Tech,Computer Science,70.79,72.74,7.05,No,6.6,7.2,7.7,6.4,2,2,2,Placed,Consulting,Operations Analyst,8.89
F,B.Com,General Commerce,67.12,67.34,6.2,No,2.2,9.2,7.2,8.4,0,0,0,Not Placed,Not Placed,None,
F,B.Tech,Electronics,71.83,68.97,7.32,Yes,5.9,8.1,5.6,5.9,3,1,1,Not Placed,Not Placed,None,
M,BBA,General Management,60.08,83.64,8.0,No,4.4,7.3,4.9,10.0,2,0,0,Placed,Consulting,Business Analyst,6.28
F,BBA,General Management,71.05,65.62,8.13,No,3.7,5.0,7.3,7.1,1,0,2,Not Placed,Not Placed,None,
M,BCA,Computer Applications,71.51,76.12,10.0,No,4.8,6.2,6.4,4.8,2,1,1,Placed,Consulting,Strategy Consultant,6.62
F,B.Com,General Commerce,54.97,70.38,8.06,Yes,2.3,6.6,4.5,8.0,1,0,0,Placed,Consulting,Strategy Consultant,7.41
M,B.Tech,Computer Science,79.96,68.48,8.88,No,6.9,7.5,4.2,6.6,3,1,0,Placed,Tech,QA Engineer,13.25
F,BCA,Computer Applications,61.19,93.0,7.58,No,7.5,7.5,5.1,6.0,3,0,2,Placed,Tech,Data Analyst,11.78
F,BBA,Human Resources,70.9,55.59,9.51,No,2.0,6.8,9.2,7.7,1,0,1,Placed,Consulting,Business Analyst,9.99
F,BCA,Computer Applications,81.64,82.89,10.0,No,6.4,6.7,9.8,5.1,1,0,1,Placed,Consulting,Operations Analyst,10.5
M,MCA,Computer Applications,79.26,76.56,8.14,No,7.0,7.6,6.8,6.9,3,0,1,Placed,Consulting,Strategy Consultant,8.39
M,BCA,Computer Applications,70.34,65.2,6.31,Yes,5.1,5.2,6.7,8.7,2,0,1,Not Placed,Not Placed,None,
F,BBA,Marketing,66.38,86.29,6.84,No,4.3,9.0,6.0,6.3,1,0,1,Placed,Consulting,Operations Analyst,9.04
F,B.Tech,Computer Science,79.48,51.52,7.84,No,5.2,3.4,5.1,6.1,1,0,1,Placed,Tech,Web Developer,8.7
M,B.Tech,Electronics,76.75,64.78,8.05,No,6.7,8.7,8.6,10.0,1,1,1,Placed,Core Engineering,Design Engineer,7.5
F,B.Com,Accounting & Finance,63.82,57.92,8.34,No,3.6,6.4,6.5,8.3,1,1,2,Placed,Finance,Financial Analyst,8.43
F,BBA,General Management,62.05,74.12,8.05,Yes,1.6,8.0,5.2,7.0,0,0,0,Placed,Consulting,Business Analyst,8.96
M,B.Tech,Computer Science,49.28,58.87,7.51,No,5.4,7.0,6.4,7.7,4,2,2,Placed,Consulting,Business Analyst,7.42
F,B.Tech,Computer Science,71.54,74.33,6.74,No,8.7,7.0,5.8,5.6,3,2,1,Placed,Tech,Software Engineer,14.78
M,B.Tech,Mechanical,69.17,68.14,7.98,Yes,2.5,7.3,5.9,7.4,0,0,2,Not Placed,Not Placed,None,
M,B.Tech,Information Technology,81.36,65.21,9.73,No,7.2,7.7,8.3,8.6,2,0,3,Placed,Consulting,Business Analyst,9.99
M,BCA,Computer Applications,73.59,73.89,8.72,Yes,7.3,6.0,4.5,4.8,3,0,1,Placed,Tech,Cloud Associate,12.74
M,B.Com,General Commerce,83.34,67.31,8.14,No,4.6,8.1,7.2,7.9,0,2,0,Placed,Consulting,Business Analyst,9.25
F,B.Com,Accounting & Finance,63.03,59.11,8.74,No,2.5,4.9,7.7,7.1,1,1,1,Placed,Finance,Financial Analyst,8.66
M,B.Sc,Physics,81.38,98.01,7.05,No,5.3,6.5,6.3,9.7,0,1,1,Placed,Consulting,Strategy Consultant,6.78
F,MCA,Computer Applications,64.71,65.13,6.89,No,6.3,7.8,7.8,4.4,3,0,0,Placed,Consulting,Operations Analyst,9.59
F,BBA,General Management,77.78,47.82,6.6,No,2.3,8.0,6.7,8.3,1,1,1,Not Placed,Not Placed,None,
F,BCA,Computer Applications,55.41,61.58,7.35,No,5.6,7.2,8.3,7.2,3,0,3,Placed,Consulting,Operations Analyst,9.52
M,MBA,Operations,72.35,57.33,6.99,No,2.4,5.9,4.2,6.7,0,1,1,Not Placed,Not Placed,None,
F,B.Sc,Computer Science,50.15,78.26,8.95,No,4.1,7.8,6.0,8.0,0,0,0,Placed,Consulting,Strategy Consultant,7.82
M,B.Tech,Mechanical,67.33,73.22,6.93,Yes,4.4,5.5,6.4,7.9,2,0,1,Placed,Core Engineering,Graduate Engineer Trainee,6.36
M,B.Com,General Commerce,74.4,73.99,6.54,No,2.6,9.1,2.5,6.3,1,0,0,Placed,Marketing & HR,Marketing Executive,8.03
M,B.Tech,Electronics,64.79,66.3,9.83,No,6.1,6.4,4.9,6.4,2,1,1,Placed,Core Engineering,Graduate Engineer Trainee,5.14
M,B.Com,Accounting & Finance,59.5,67.21,6.96,No,5.2,4.2,8.1,5.9,0,2,2,Not Placed,Not Placed,None,
F,B.Tech,Mechanical,78.46,66.29,7.68,No,2.7,4.7,7.9,4.2,1,1,1,Not Placed,Not Placed,None,
M,B.Tech,Electronics,68.97,69.19,8.04,No,4.5,6.6,5.4,6.9,2,0,0,Not Placed,Not Placed,None,
F,BBA,Marketing,65.1,78.35,6.14,No,4.0,6.7,5.3,8.6,0,2,1,Not Placed,Not Placed,None,
M,B.Tech,Information Technology,70.42,73.36,8.98,No,6.8,9.5,7.7,5.1,3,1,1,Not Placed,Not Placed,None,
M,BBA,General Management,96.37,75.0,8.26,No,3.5,4.9,4.1,6.3,0,0,0,Not Placed,Not Placed,None,
F,B.Tech,Computer Science,81.54,75.0,9.37,No,7.4,6.6,3.4,6.1,3,0,0,Not Placed,Not Placed,None,
F,B.Sc,Biotech,81.63,78.84,6.68,No,4.9,4.9,6.0,5.5,2,1,1,Placed,Tech,Web Developer,8.11
M,B.Com,General Commerce,74.36,72.88,7.62,No,3.6,5.8,4.3,8.2,0,0,0,Placed,Finance,Risk Associate,3.39
M,BCA,Computer Applications,71.66,73.59,7.55,No,9.9,9.0,4.4,5.3,3,0,1,Not Placed,Not Placed,None,
M,B.Tech,Computer Science,46.04,81.89,7.82,No,8.2,4.8,7.4,5.8,2,1,2,Placed,Tech,Software Engineer,14.15
M,B.Tech,Computer Science,63.21,63.35,5.75,No,7.3,7.4,7.8,6.6,3,0,1,Not Placed,Not Placed,None,
F,B.Tech,Civil,65.19,61.44,7.63,No,1.0,7.1,7.7,8.1,0,0,1,Not Placed,Not Placed,None,
F,B.Tech,Computer Science,51.25,58.14,5.79,No,7.0,6.5,8.2,6.8,2,0,1,Not Placed,Not Placed,None,
M,B.Com,General Commerce,58.43,71.83,7.93,No,4.8,7.3,8.4,5.6,0,0,0,Placed,Consulting,Business Analyst,9.64
F,MBA,Finance,50.19,51.46,4.95,No,3.1,4.8,7.3,6.6,0,1,0,Not Placed,Not Placed,None,
M,BBA,Marketing,69.62,74.62,5.28,Yes,2.3,9.0,7.2,9.4,2,2,0,Not Placed,Not Placed,None,
M,B.Com,Accounting & Finance,78.19,68.91,8.48,No,5.9,9.4,8.5,6.3,1,2,1,Placed,Consulting,Operations Analyst,11.87
M,B.Com,Accounting & Finance,81.07,81.35,6.84,No,2.2,6.6,6.9,3.9,0,0,0,Placed,Consulting,Business Analyst,7.52
F,B.Com,General Commerce,74.15,63.28,6.31,Yes,2.2,10.0,7.3,4.9,0,0,1,Not Placed,Not Placed,None,
M,B.Tech,Computer Science,60.37,67.97,9.03,Yes,7.6,5.9,3.9,8.5,4,1,2,Placed,Tech,Software Engineer,14.45
M,MBA,Finance,50.68,81.22,7.89,No,1.0,7.1,8.0,5.0,0,0,2,Placed,Consulting,Business Analyst,9.07
M,B.Com,Accounting & Finance,52.43,83.83,8.55,No,5.2,8.6,6.9,8.0,0,0,0,Not Placed,Not Placed,None,
M,B.Sc,Mathematics,57.31,63.2,7.3,Yes,1.7,5.8,7.2,10.0,2,0,1,Not Placed,Not Placed,None,
F,B.Tech,Information Technology,61.11,71.82,10.0,No,4.9,4.4,6.7,6.0,2,1,2,Placed,Tech,Software Engineer,11.38
M,MCA,Computer Applications,68.4,72.94,6.77,No,7.4,4.1,5.2,8.5,2,1,2,Placed,Tech,QA Engineer,11.93
M,BCA,Computer Applications,59.86,73.74,9.59,No,8.3,9.6,7.6,8.6,3,0,0,Placed,Consulting,Strategy Consultant,11.21
F,BBA,Finance,73.39,67.37,7.43,No,4.6,5.7,9.1,7.7,0,1,0,Not Placed,Not Placed,None,
F,BCA,Computer Applications,67.68,82.81,5.51,No,4.6,6.2,6.6,6.2,3,0,1,Placed,Consulting,Business Analyst,6.85
F,MCA,Computer Applications,70.11,51.1,8.08,No,6.2,4.8,4.7,6.9,3,0,2,Placed,Tech,Data Analyst,10.42
M,MBA,Marketing,81.4,65.79,7.88,Yes,1.3,7.9,5.9,6.2,2,2,1,Placed,Consulting,Strategy Consultant,9.58
M,B.Tech,Computer Science,58.2,74.48,6.24,No,5.3,5.3,7.8,9.5,4,2,1,Placed,Tech,Software Engineer,9.17
M,MCA,Computer Applications,74.19,74.57,6.39,No,7.9,5.8,8.5,5.2,3,2,0,Placed,Tech,Software Engineer,13.17
M,B.Tech,Information Technology,69.86,83.53,7.47,No,8.3,6.9,6.0,6.1,4,0,1,Placed,Tech,Cloud Associate,12.88
F,B.Com,Accounting & Finance,66.67,81.98,7.92,No,3.9,4.9,7.5,8.5,2,0,0,Not Placed,Not Placed,None,
M,MBA,Finance,78.85,67.14,4.54,Yes,2.3,6.2,6.7,8.0,1,0,1,Not Placed,Not Placed,None,
M,B.Tech,Electronics,78.79,83.0,8.76,No,5.7,8.6,6.9,5.5,2,0,2,Placed,Consulting,Operations Analyst,9.52
M,BBA,Marketing,60.54,62.86,6.91,No,2.5,7.1,5.6,8.7,1,0,1,Not Placed,Not Placed,None,
M,B.Tech,Mechanical,68.18,79.31,5.9,No,4.3,6.7,2.2,7.9,1,0,0,Not Placed,Not Placed,None,
F,MBA,Human Resources,72.81,88.11,8.63,Yes,2.7,6.8,8.3,8.0,2,0,0,Placed,Consulting,Business Analyst,10.91
M,B.Com,Accounting & Finance,67.27,82.15,7.47,No,1.3,5.9,6.6,7.0,0,1,2,Placed,Finance,Tax Consultant,8.55
M,BBA,Finance,75.85,71.06,8.96,No,3.1,9.5,6.7,7.3,0,0,1,Placed,Consulting,Business Analyst,10.2
M,B.Tech,Computer Science,72.81,66.68,8.03,No,6.2,5.3,4.9,5.8,4,1,3,Placed,Tech,Software Engineer,11.32
M,MBA,Operations,88.33,54.71,7.5,No,2.7,6.8,6.3,7.5,1,0,2,Not Placed,Not Placed,None,
M,B.Com,Accounting & Finance,54.7,73.11,7.32,No,3.8,6.7,8.7,7.3,2,0,0,Placed,Consulting,Operations Analyst,9.33
F,B.Tech,Computer Science,68.78,58.85,8.08,Yes,7.4,8.0,8.0,8.3,3,2,1,Placed,Consulting,Operations Analyst,11.81
M,BBA,Finance,60.91,62.07,7.0,No,4.0,8.2,5.7,5.9,2,0,2,Placed,Consulting,Operations Analyst,7.9
F,B.Tech,Civil,76.04,58.09,6.48,No,1.7,6.5,5.3,5.6,1,0,2,Placed,Core Engineering,Graduate Engineer Trainee,3.94
F,BBA,Finance,53.83,65.4,8.23,Yes,2.6,6.9,6.6,6.2,2,2,1,Placed,Consulting,Strategy Consultant,9.37
F,B.Tech,Civil,73.46,69.72,7.33,No,5.9,7.0,7.8,7.3,2,0,1,Placed,Core Engineering,Graduate Engineer Trainee,5.87
F,B.Com,Accounting & Finance,63.7,72.74,7.54,No,1.7,3.1,6.1,6.2,0,0,0,Not Placed,Not Placed,None,
M,BCA,Computer Applications,62.66,63.99,8.81,No,7.1,4.1,8.1,7.8,4,1,2,Placed,Tech,Data Analyst,13.4
M,B.Tech,Computer Science,55.54,80.69,7.36,No,8.1,5.6,5.0,7.4,2,0,2,Placed,Tech,QA Engineer,12.58
M,B.Tech,Information Technology,65.35,67.92,7.52,No,6.9,5.7,9.3,5.7,3,2,2,Placed,Tech,Software Engineer,12.82
F,B.Tech,Computer Science,80.85,62.12,6.78,No,7.0,4.7,3.9,6.9,2,0,2,Not Placed,Not Placed,None,
F,BCA,Computer Applications,69.75,72.26,8.02,No,6.5,7.6,7.6,5.1,2,2,1,Placed,Consulting,Strategy Consultant,9.19
F,B.Tech,Civil,76.28,89.64,7.92,No,1.8,6.5,3.6,7.5,0,1,2,Placed,Core Engineering,Site Engineer,5.04
M,B.Sc,Biotech,86.65,73.35,8.58,Yes,4.9,6.2,5.3,7.2,1,2,0,Not Placed,Not Placed,None,
F,B.Tech,Electronics,72.64,66.37,6.81,No,5.0,4.6,8.8,3.6,2,0,1,Placed,Consulting,Business Analyst,7.84
M,B.Tech,Computer Science,64.41,54.73,6.95,No,7.5,6.4,7.7,6.6,3,0,2,Placed,Tech,Data Analyst,11.17
M,B.Com,Accounting & Finance,74.67,67.81,8.45,No,1.0,2.6,6.7,7.1,1,1,1,Placed,Finance,Tax Consultant,7.46
M,B.Tech,Computer Science,64.56,72.35,7.8,Yes,7.9,6.3,5.7,6.4,1,0,0,Placed,Tech,Data Analyst,12.72
M,MBA,Operations,64.96,66.12,6.41,No,1.6,6.6,6.7,5.3,0,2,2,Placed,Consulting,Operations Analyst,7.25
M,BBA,General Management,54.8,53.35,9.07,No,3.5,6.9,7.3,6.3,2,2,2,Placed,Consulting,Operations Analyst,8.13
M,B.Com,Accounting & Finance,79.26,61.49,5.46,No,3.1,4.2,6.7,5.0,0,1,2,Not Placed,Not Placed,None,
M,B.Sc,Computer Science,66.14,84.55,8.44,No,7.7,6.8,5.8,8.1,2,0,0,Placed,Tech,Software Engineer,12.98
F,BBA,Finance,71.82,84.34,5.98,No,3.8,4.9,7.3,7.0,0,1,2,Placed,Finance,Risk Associate,9.4
F,B.Tech,Computer Science,59.64,61.13,9.76,Yes,6.3,5.3,6.7,7.0,2,1,2,Not Placed,Not Placed,None,
F,B.Tech,Computer Science,74.36,76.73,5.65,No,9.4,7.6,5.8,5.7,3,0,1,Placed,Tech,Software Engineer,13.09
M,B.Tech,Information Technology,62.38,58.21,8.88,No,6.9,9.5,4.5,6.5,1,0,1,Placed,Consulting,Strategy Consultant,8.52
F,B.Com,General Commerce,68.58,84.04,7.4,No,4.2,6.6,6.9,8.3,0,1,1,Not Placed,Not Placed,None,
F,B.Tech,Computer Science,78.78,72.45,7.06,No,7.8,5.3,6.2,7.8,2,2,0,Placed,Tech,Software Engineer,13.82
M,B.Sc,Computer Science,77.91,79.5,7.72,No,5.7,6.8,7.0,9.2,1,0,1,Placed,Consulting,Operations Analyst,7.74
M,MBA,Business Analytics,69.78,52.85,8.26,No,1.6,7.9,7.6,7.9,0,1,1,Placed,Finance,Financial Analyst,8.56
M,BBA,Marketing,52.32,76.78,6.41,Yes,2.5,7.4,7.2,9.0,1,1,0,Placed,Consulting,Business Analyst,10.46
M,BCA,Computer Applications,99.0,69.92,6.52,No,7.2,10.0,4.5,7.2,3,0,0,Not Placed,Not Placed,None,
F,B.Tech,Computer Science,87.46,78.52,8.28,No,6.8,5.4,5.3,8.7,2,1,1,Placed,Tech,Software Engineer,12.5
F,BBA,Marketing,77.23,79.15,5.45,Yes,1.3,6.9,6.1,8.6,2,0,1,Placed,Consulting,Strategy Consultant,8.81
M,B.Sc,Computer Science,62.47,70.66,6.8,Yes,6.7,8.8,9.1,4.7,1,0,0,Placed,Consulting,Operations Analyst,13.74
F,B.Tech,Mechanical,68.86,63.99,10.0,Yes,3.2,8.7,7.7,7.3,1,1,1,Placed,Consulting,Business Analyst,12.21
F,B.Tech,Computer Science,64.57,77.8,6.34,No,8.7,3.6,8.1,5.0,2,0,3,Placed,Tech,Cloud Associate,12.34
F,MBA,Finance,82.64,69.4,8.88,No,3.6,6.5,8.6,8.6,2,1,2,Placed,Finance,Risk Associate,10.94
M,B.Com,General Commerce,72.63,61.27,6.8,Yes,1.0,8.7,10.0,6.9,0,2,2,Placed,Finance,Financial Analyst,14.1
F,BBA,Finance,62.16,60.8,8.11,Yes,5.2,10.0,7.5,6.4,1,0,0,Placed,Consulting,Business Analyst,13.35
M,BBA,General Management,65.29,55.23,8.29,No,3.0,7.6,8.6,7.4,2,1,0,Placed,Consulting,Business Analyst,10.19
M,B.Sc,Biotech,81.21,64.9,8.85,No,1.9,5.9,8.0,6.6,0,1,0,Not Placed,Not Placed,None,
M,BCA,Computer Applications,86.0,81.03,7.26,Yes,8.5,5.0,8.0,6.8,2,1,1,Placed,Tech,Software Engineer,13.97
M,MCA,Computer Applications,85.28,71.78,9.89,No,8.3,9.8,9.2,4.4,3,2,0,Placed,Consulting,Business Analyst,12.99
F,B.Tech,Information Technology,77.57,64.7,6.79,No,7.5,7.6,5.9,7.1,2,0,1,Not Placed,Not Placed,None,
M,MCA,Computer Applications,67.47,78.05,7.78,No,7.7,5.2,5.8,5.9,3,1,0,Placed,Tech,QA Engineer,13.26
